Kunde;Lieferdatum;Jahr;Eingang;Ausgang;Total an Lager ESG;Preis pro Büchlein;Betrag in SFr.;Lieferungsart;Rechnungsart
Coop Vitality Apotheke EKZ Neumarkt;2016-10-24;2016;;30;;;2469.0;abgeholt;Rechnung
Metzgerei Signer;2016-10-25;2016;;3;;;246.89999999999998;gebracht;Rechnung
Apotheke an der Langgasse;2016-10-26;2016;;2;;;164.6;abgeholt;Rechnung
Drogerie Lachen;2016-11-02;2016;;20;;;1646.0;gebracht;Rechnung
Kiosk Silberturm;2016-11-03;2016;;5;;;411.5;gebracht;Rechnung
Kiosk Migros Bach;2016-11-03;2016;;7;;;576.1;gebracht;Rechnung
Coop Vitality Apotheke EKZ Lerchenfeld;2016-11-08;2016;;20;;;1646.0;gebracht;Rechnung
Gallus Apotheke;2016-11-08;2016;;3;;;246.89999999999998;abgeholt;Rechnung
Langgass-Drogerie;2016-12-19;2016;;10;;;823.0;gebracht;Rechnung
Falken-Drogerie;2016-12-22;2016;;10;;;823.0;gebracht;Rechnung
Drogerie Lachen;2017-01-16;2017;;20;;;1646.0;abgeholt;Rechnung
Drogerie und Reformhaus Spisergasse;2017-01-24;2017;;5;;;411.5;gebracht;Rechnung
Bäckerei Frei;2017-01-26;2017;;4;;;329.2;gebracht;Rechnung
Falken-Drogerie;2017-01-27;2017;;10;;;823.0;gebracht;Rechnung
Stern-Apotheke;2017-02-15;2017;;10;;;823.0;gebracht;Rechnung
Metzgerei Signer;2017-03-06;2017;;3;;;246.89999999999998;gebracht;Rechnung
Gallus Apotheke;2017-03-07;2017;;2;;;164.6;abgeholt;Rechnung
Bäckerei Schwyter Schoren;2017-03-09;2017;;2;;;164.6;gebracht;Rechnung
Apotheke an der Langgasse;2017-03-15;2017;;2;;;164.6;gebracht;Rechnung
Kiosk Neudorf;2017-03-21;2017;;10;;;823.0;gebracht;Rechnung
Kiosk Silberturm;2017-03-22;2017;;10;;;823.0;gebracht;Rechnung
Drogerie Lachen;2017-03-22;2017;;20;;;1646.0;gebracht;Rechnung
Maxi Markt;2017-03-29;2017;;5;;;411.5;gebracht;Rechnung
Bäckerei Schwyter Schoren;2017-04-18;2017;;4;;;329.2;gebracht;Rechnung
Coop Vitality Apotheke EKZ Lerchenfeld;2017-04-24;2017;;20;;;1646.0;gebracht;Rechnung
Maxi Markt;2017-05-02;2017;;5;;;411.5;gebracht;Rechnung
Löwen-Apotheke;2017-05-09;2017;;3;;;246.89999999999998;gebracht;Rechnung
Kiosk Migros Bach;2017-06-01;2017;;5;;;411.5;gebracht;Rechnung
Bäckerei Gschwend;2017-06-06;2017;;3;;;246.89999999999998;gebracht;Rechnung
Lebensmittel Tschanz;2017-06-19;2017;;1;;;82.3;abgeholt;Rechnung
Drogerie und Reformhaus Spisergasse;2017-06-20;2017;;10;;;823.0;gebracht;Rechnung
Falken-Drogerie;2017-06-20;2017;;10;;;823.0;gebracht;Rechnung
Löwen-Apotheke;2017-06-20;2017;;3;;;246.89999999999998;gebracht;Rechnung
Kiosk Silberturm;2017-06-28;2017;;10;;;823.0;gebracht;Rechnung
CareLand Apotheke;2017-06-30;2017;;5;;;411.5;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2017-07-07;2017;;30;;;2469.0;abgeholt;Rechnung
Bäckerei Gschwend;2017-07-12;2017;;4;;;329.2;gebracht;Rechnung
Langgass-Drogerie;2017-08-03;2017;;10;;;823.0;gebracht;Rechnung
Kiosk Migros Bach;2017-08-08;2017;;5;;;411.5;gebracht;Rechnung
VBSG-Verkaufsstelle;2017-08-10;2017;;20;;;1646.0;gebracht;Rechnung
Coop Vitality Apotheke EKZ Lerchenfeld;2017-08-11;2017;;20;;;1646.0;gebracht;Rechnung
Kiosk Silberturm;2017-08-29;2017;;7;;;576.1;gebracht;Rechnung
Apotheke an der Langgasse;2017-09-04;2017;;3;;;246.89999999999998;abgeholt;Rechnung
Kiosk Migros Bach;2017-09-11;2017;;5;;;411.5;gebracht;Rechnung
Amavita Apotheke Poststrasse;2017-09-11;2017;;6;;;493.79999999999995;abgeholt;Rechnung
Langgass-Drogerie;2017-09-13;2017;;10;;;823.0;gebracht;Rechnung
Drogerie Lachen;2017-09-18;2017;;20;;;1646.0;abgeholt;Rechnung
Maxi Markt;2017-09-21;2017;;5;;;411.5;gebracht;Rechnung
Apotheke an der Langgasse;2017-09-25;2017;;2;;;164.6;abgeholt;Rechnung
Löwen-Apotheke;2017-10-09;2017;;3;;;246.89999999999998;gebracht;Rechnung
Lebensmittel Hagenbuch 26;2017-10-16;2017;;5;;;411.5;gebracht;Rechnung
VBSG-Verkaufsstelle;2017-10-25;2017;;30;;;2469.0;gebracht;Rechnung
CareLand Apotheke;2017-10-30;2017;;10;;;823.0;gebracht;Rechnung
Falken-Drogerie;2017-10-31;2017;;10;;;823.0;gebracht;Rechnung
Drogerie und Reformhaus Spisergasse;2017-10-31;2017;;10;;;823.0;gebracht;Rechnung
Drogerie Lachen;2017-11-02;2017;;20;;;1646.0;gebracht;Rechnung
Agrola Shop Riethüsli;2017-11-08;2017;;5;;;411.5;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2017-11-21;2017;;20;;;1646.0;gebracht;Rechnung
Bäckerei Schwyter Schoren;2017-11-29;2017;;4;;;329.2;gebracht;Rechnung
Kundencenter sgsw;2017-12-04;2017;;20;;;1646.0;gebracht;Rechnung
Bäckerei Schwyter Riethüsli;2017-12-05;2017;;5;;;411.5;gebracht;Rechnung
Bäckerei Gschwend;2017-12-05;2017;;4;;;329.2;gebracht;Rechnung
Spar Markt Wolfganghof;2017-12-07;2017;;10;;;823.0;gebracht;Rechnung
Metzgerei Bechinger;2017-12-20;2017;;10;;;823.0;gebracht;Rechnung
Gallus Apotheke;2018-01-04;2018;;2;;;164.6;abgeholt;Rechnung
Falken-Drogerie;2018-01-08;2018;;10;;;823.0;gebracht;Rechnung
Apotheke an der Langgasse;2018-01-08;2018;;3;;;246.89999999999998;abgeholt;Rechnung
Kiosk Silberturm;2018-01-10;2018;;10;;;823.0;gebracht;Rechnung
Sanitär Wirth AG (Endverbraucher);2018-01-16;2018;;10;;;823.0;gebracht;Rechnung
Stern-Apotheke;2018-01-29;2018;;10;;;823.0;gebracht;Rechnung
Alpstein Drogerie;2018-01-31;2018;;30;;;2469.0;gebracht;Rechnung
Apotheke an der Langgasse;2018-02-06;2018;;3;;;246.89999999999998;abgeholt;Rechnung
Löwen-Apotheke;2018-02-19;2018;;3;;;246.89999999999998;gebracht;Rechnung
Gallus Apotheke;2018-02-23;2018;;2;;;164.6;abgeholt;Rechnung
Spar Markt Wolfganghof;2018-03-08;2018;;10;;;823.0;gebracht;Rechnung
Falken-Drogerie;2018-03-08;2018;;10;;;823.0;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2018-03-22;2018;;20;;;1646.0;gebracht;Rechnung
Bäckerei Schwyter Schoren;2018-04-11;2018;;4;;;329.2;gebracht;Rechnung
St.Jakob-Apotheke;2018-04-12;2018;;10;;;823.0;gebracht;Rechnung
Amavita Apotheke Poststrasse;2018-04-13;2018;;5;;;411.5;abgeholt;Rechnung
Amavita Apotheke Gallusmarkt;2018-04-27;2018;;20;;;1646.0;gebracht;Rechnung
Falken-Drogerie;2018-05-01;2018;;10;;;823.0;gebracht;Rechnung
Kiosk Neudorf;2018-05-02;2018;;10;;;823.0;gebracht;Rechnung
Apotheke an der Langgasse;2018-05-23;2018;;1;;;82.3;abgeholt;Rechnung
Drogerie und Reformhaus Spisergasse;2018-07-16;2018;;10;;;823.0;gebracht;Rechnung
CareLand Apotheke;2018-07-17;2018;;6;;;493.79999999999995;gebracht;Rechnung
Kiosk Silberturm;2018-07-23;2018;;10;;;823.0;gebracht;Rechnung
Apotheke an der Langgasse;2018-07-24;2018;;2;;;164.6;abgeholt;Rechnung
Amavita Apotheke Gallusmarkt;2018-07-30;2018;;20;;;1646.0;gebracht;Rechnung
Kiosk Neudorf;2018-08-14;2018;;10;;;823.0;gebracht;Rechnung
Bruggen Apotheke;2018-08-16;2018;;40;;;3292.0;gebracht;Rechnung
Drogerie Lachen;2018-08-20;2018;;20;;;1646.0;abgeholt;Rechnung
St.Fiden-Apotheke;2018-08-22;2018;;20;;;1646.0;gebracht;Rechnung
Apotheke an der Langgasse;2018-08-27;2018;;2;;;164.6;abgeholt;Rechnung
St.Jakob-Apotheke;2018-09-07;2018;;10;;;823.0;gebracht;Rechnung
Apotheke an der Langgasse;2018-09-27;2018;;3;;;246.89999999999998;abgeholt;Rechnung
Müller, lebe deinen Genuss;2018-10-02;2018;;10;;;823.0;gebracht;Rechnung
Bäckerei Schwyter Schoren;2018-10-24;2018;;2;;;164.6;gebracht;Rechnung
Langgass-Drogerie;2018-11-15;2018;;10;;;823.0;gebracht;Rechnung
Maxi Markt;2018-11-22;2018;;5;;;411.5;gebracht;Rechnung
Gallus Apotheke;2018-11-26;2018;;2;;;164.6;abgeholt;Rechnung
Kiosk Neudorf;2018-11-29;2018;;10;;;823.0;gebracht;Rechnung
Kloster-Drogerie;2018-12-03;2018;;5;;;411.5;gebracht;Rechnung
Apotheke an der Langgasse;2018-12-04;2018;;3;;;246.89999999999998;abgeholt;Rechnung
Apotheke an der Langgasse;2018-12-21;2018;;3;;;246.89999999999998;abgeholt;Rechnung
Kiosk Silberturm;2019-01-14;2019;;10;;;823.0;gebracht;Rechnung
Drogerie und Reformhaus Spisergasse;2019-01-29;2019;;5;;;411.5;gebracht;Rechnung
St.Fiden-Apotheke;2019-02-05;2019;;20;;;1646.0;gebracht;Rechnung
VBSG-Verkaufsstelle;2019-02-06;2019;;30;;;2469.0;gebracht;Rechnung
Apotheke an der Langgasse;2019-02-25;2019;;3;;;246.89999999999998;abgeholt;Rechnung
Bäckerei Schwyter Schoren;2019-03-20;2019;;3;;;246.89999999999998;gebracht;Rechnung
Kiosk Silberturm;2019-03-25;2019;;10;;;823.0;gebracht;Rechnung
Apotheke an der Langgasse;2019-03-29;2019;;3;;;246.89999999999998;abgeholt;Rechnung
Bruggen Apotheke;2019-04-11;2019;;40;;;3292.0;gebracht;Rechnung
St.Fiden-Apotheke;2019-04-16;2019;;20;;;1646.0;gebracht;Rechnung
Löwen-Apotheke;2019-04-16;2019;;3;;;246.89999999999998;gebracht;Rechnung
Langgass-Drogerie;2019-05-01;2019;;10;;;823.0;gebracht;Rechnung
Müller, lebe deinen Genuss;2019-05-07;2019;;10;;;823.0;gebracht;Rechnung
Kiosk Neudorf;2019-05-16;2019;;10;;;823.0;gebracht;Rechnung
Kloster-Drogerie;2019-05-27;2019;;5;;;411.5;gebracht;Rechnung
Gallus Apotheke;2019-05-28;2019;;3;;;246.89999999999998;gebracht;Rechnung
Stern-Apotheke;2019-06-12;2019;;10;;;823.0;gebracht;Rechnung
Apotheke an der Langgasse;2019-06-12;2019;;3;;;246.89999999999998;abgeholt;Rechnung
St.Fiden-Apotheke;2019-06-13;2019;;20;;;1646.0;gebracht;Rechnung
Kiosk Neudorf;2019-07-12;2019;;10;;;823.0;gebracht;Rechnung
Apotheke an der Langgasse;2019-07-23;2019;;3;;;246.89999999999998;abgeholt;Rechnung
Kiosk Silberturm;2019-08-05;2019;;10;;;823.0;gebracht;Rechnung
Löwen-Apotheke;2019-08-15;2019;;5;;;411.5;gebracht;Rechnung
Gallus Apotheke;2019-09-20;2019;;2;;;164.6;abgeholt;Rechnung
Kloster-Drogerie;2019-09-25;2019;;5;;;411.5;gebracht;Rechnung
Bäckerei Schwyter Schoren;2019-10-16;2019;;2;;;164.6;gebracht;Rechnung
Kiosk Silberturm;2019-10-25;2019;;10;;;823.0;gebracht;Rechnung
Stern-Apotheke;2019-10-30;2019;;10;;;823.0;gebracht;Rechnung
CareLand Apotheke;2019-11-07;2019;;5;;;411.5;gebracht;Rechnung
Metzgerei Signer;2019-11-12;2019;;4;;;329.2;gebracht;Rechnung
Bruggen Apotheke;2019-12-05;2019;;40;;;3292.0;gebracht;Rechnung
Apotheke an der Langgasse;2019-12-12;2019;;3;;;246.89999999999998;abgeholt;Rechnung
Löwen-Apotheke;2019-12-13;2019;;5;;;411.5;gebracht;Rechnung
Amavita Apotheke Poststrasse;2019-12-16;2019;;6;;;493.79999999999995;abgeholt;Rechnung
Langgass-Drogerie;2019-12-19;2019;;10;;;823.0;gebracht;Rechnung
Kiosk Silberturm;2019-12-20;2019;;10;;;823.0;gebracht;Rechnung
Müller, lebe deinen Genuss;2019-12-31;2019;;10;225;;823.0;gebracht;Rechnung
Bäckerei Gschwend;2020-01-07;2020;;4;211;82.3;329.2;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2020-01-10;2020;;20;1079;82.3;1646.0;gebracht;Rechnung
Falken-Drogerie;2020-01-31;2020;;10;1004;82.3;823.0;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2020-02-03;2020;;30;974;82.3;2469.0;gebracht;Rechnung
Kiosk Migros Bach;2020-02-06;2020;;10;942;82.3;823.0;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2020-02-25;2020;;18;790;82.3;1481.3999999999999;gebracht;Rechnung
Alpstein Drogerie;2020-02-27;2020;;20;760;82.3;1646.0;gebracht;Rechnung
Drogerie Lachen;2020-03-20;2020;;20;651;82.3;1646.0;abgeholt;
Müller, lebe deinen Genuss;2020-04-16;2020;;10;591;82.3;823.0;gebracht;Rechnung
Bäckerei Schwyter Riethüsli;2020-04-16;2020;;10;531;82.3;823.0;gebracht;Rechnung
Kloster-Drogerie;2020-04-24;2020;;10;491;82.3;823.0;gebracht;Rechnung
Maxi Markt;2020-04-22;2020;;5;466;82.3;411.5;gebracht;Rechnung
Löwen-Apotheke;2020-05-06;2020;;0;418;82.3;0.0;;
Stern-Apotheke;2020-05-13;2020;;10;367;82.3;823.0;gebracht;Rechnung
Kiosk Neudorf;2020-05-13;2020;;10;357;82.3;823.0;gebracht;Rechnung
Bäckerei Schwyter Schoren;2020-05-12;2020;;3;354;82.3;246.89999999999998;gebracht;Rechnung
Kiosk Langgasse 20;2020-05-27;2020;;3;323;82.3;246.89999999999998;gebracht;Rechnung
Drogerie Lachen;2020-06-02;2020;;20;303;82.3;1646.0;gebracht;Rechnung
Maxi Markt;2020-06-08;2020;;5;1123;82.3;411.5;gebracht;Rechnung
CareLand Apotheke;2020-06-11;2020;;5;1088;82.3;411.5;gebracht;Rechnung
VBSG-Verkaufsstelle;2020-06-17;2020;;50;1035;82.3;4115.0;gebracht;Rechnung
Bäckerei Schwyter Schoren;2020-06-30;2020;;2;918;82.3;164.6;gebracht;Rechnung
Apotheke an der Langgasse;2020-06-30;2020;;2;896;82.3;164.6;abgeholt;Rechnung
Bäckerei Gschwend;2020-07-07;2020;;4;864;82.3;329.2;gebracht;Rechnung
Maxi Markt;2020-07-23;2020;;5;731;82.3;411.5;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2020-07-27;2020;;30;681;82.3;2469.0;gebracht;Rechnung
CareLand Apotheke;2020-07-29;2020;;5;637;82.3;411.5;gebracht;Rechnung
Löwen-Apotheke;2020-08-06;2020;;3;570;82.3;246.89999999999998;gebracht;Rechnung
Apotheke an der Langgasse;2020-08-12;2020;;3;557;82.3;246.89999999999998;abgeholt;Rechnung
Gallus Apotheke;2020-08-27;2020;;3;515;82.3;246.89999999999998;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2020-09-16;2020;;20;382;82.3;1646.0;gebracht;Rechnung
Kiosk Neudorf;2020-09-16;2020;;10;372;82.3;823.0;gebracht;Rechnung
Kloster-Drogerie;2020-09-23;2020;;5;299;82.3;411.5;gebracht;Rechnung
Kloster-Drogerie;2020-11-03;2020;;5;577;82.3;411.5;gebracht;Rechnung
Bäckerei Gschwend;2020-11-04;2020;;3;561;82.3;246.89999999999998;gebracht;Rechnung
Maxi Markt;2020-11-11;2020;;5;526;82.3;411.5;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2020-11-30;2020;;30;418;82.3;2469.0;gebracht;Rechnung
CareLand Apotheke;2020-11-30;2020;;5;413;82.3;411.5;gebracht;Rechnung
Falken-Drogerie;2020-12-10;2020;;10;370;82.3;823.0;gebracht;Rechnung
Bruggen Apotheke;2020-12-14;2020;;60;310;82.3;4938.0;gebracht;Rechnung
Löwen-Apotheke;2021-01-04;2021;;3;243;82.3;246.89999999999998;gebracht;Rechnung
St.Jakob-Apotheke;2021-01-06;2021;;10;189;82.3;823.0;gebracht;Rechnung
Kiosk Silberturm;2021-01-11;2021;;10;174;82.3;823.0;gebracht;Rechnung
Metzgerei Signer;2021-01-12;2021;;4;170;82.3;329.2;gebracht;Rechnung
LAVEBA Shop Riethüsli;2021-01-14;2021;;4;164;82.3;329.2;gebracht;Rechnung
Spar Markt Wolfganghof;2021-01-14;2021;;10;154;82.3;823.0;gebracht;Rechnung
Kiosk Neudorf;2021-01-27;2021;;10;790;82.3;823.0;gebracht;Rechnung
Lachen Drogerie;2021-02-01;2021;;20;758;82.3;1646.0;gebracht;Rechnung
CareLand Apotheke;2021-02-05;2021;;5;750;82.3;411.5;gebracht;Rechnung
Kiosk Langgasse 20;2021-02-09;2021;;1;745;82.3;82.3;gebracht;Rechnung
Apotheke an der Langgasse;2021-02-17;2021;;3;709;82.3;246.89999999999998;abgeholt;Rechnung
Gallus Apotheke;2021-02-24;2021;;2;697;82.3;164.6;gebracht;Rechnung
Kiosk Migros Bach;2021-02-24;2021;;10;682;82.3;823.0;gebracht;Rechnung
Spar Markt Wolfganghof;2021-02-26;2021;;10;629;82.3;823.0;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2021-03-10;2021;;30;577;82.3;2469.0;gebracht;Rechnung
Lachen Drogerie;2021-03-16;2021;;20;534;82.3;1646.0;gebracht;Rechnung
Medbase Apotheke Silberturm;2021-03-24;2021;;30;455;82.3;2469.0;gebracht;Rechnung
LAVEBA Shop Riethüsli;2021-03-26;2021;;5;447;82.3;411.5;gebracht;Rechnung
Metzgerei Signer;2021-03-30;2021;;4;443;82.3;329.2;gebracht;Rechnung
Gallus Apotheke;2021-03-31;2021;;2;438;82.3;164.6;gebracht;Rechnung
Amavita Apotheke Poststrasse;2021-04-12;2021;;3;407;82.3;246.89999999999998;gebracht;Rechnung
Maxi Markt;2021-04-12;2021;;5;402;82.3;411.5;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2021-04-21;2021;;30;342;82.3;2469.0;gebracht;Rechnung
Kiosk Langgasse 20;2021-04-29;2021;;3;293;82.3;246.89999999999998;gebracht;Rechnung
Müller, lebe deinen Genuss;2021-04-29;2021;;10;273;82.3;823.0;gebracht;Rechnung
Kiosk Neudorf;2021-05-21;2021;;10;811;82.3;823.0;gebracht;Rechnung
Kiosk Neudorf;2021-06-17;2021;;10;696;82.3;823.0;gebracht;Rechnung
Stern-Apotheke;2021-06-18;2021;;5;688;82.3;411.5;gebracht;Rechnung
Kiosk Migros Bach;2021-06-21;2021;;10;678;82.3;823.0;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2021-07-07;2021;;30;544;82.3;2469.0;gebracht;Rechnung
Kiosk Langgasse 20;2021-08-05;2021;;3;390;82.3;246.89999999999998;gebracht;Rechnung
Amavita Apotheke Poststrasse;2021-08-10;2021;;6;364;82.3;493.79999999999995;gebracht;Rechnung
Spar Markt Wolfganghof;2021-09-28;2021;;10;808;82.3;823.0;gebracht;Rechnung
Lachen Drogerie;2021-10-04;2021;;20;773;82.3;1646.0;abgeholt;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2021-10-06;2021;;30;733;82.3;2469.0;gebracht;Rechnung
Kiosk Langgasse 20;2021-10-07;2021;;3;726;82.3;246.89999999999998;gebracht;Rechnung
Medbase Apotheke Silberturm;2021-09-28;2021;;30;686;82.3;2469.0;gebracht;Rechnung
LAVEBA Shop Riethüsli;2021-11-03;2021;;10;574;82.3;823.0;gebracht;Rechnung
Kiosk Silberturm;2021-12-03;2021;;10;435;82.3;823.0;gebracht;Rechnung
VBSG-Verkaufsstelle;2021-12-15;2021;;50;375;82.3;4115.0;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2022-01-14;2022;;20;1011;82.3;1646.0;gebracht;Rechnung
Kiosk Neudorf;2022-01-14;2022;;10;1001;82.3;823.0;gebracht;Rechnung
Spar Markt Wolfganghof;2022-01-19;2022;;10;987;82.3;823.0;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2022-01-27;2022;;30;905;82.3;2469.0;gebracht;Rechnung
Drogerie und Reformhaus Spisergasse;2022-01-27;2022;;5;900;82.3;411.5;gebracht;Rechnung
Lachen Drogerie;2022-01-31;2022;;20;880;82.3;1646.0;gebracht;Rechnung
Kiosk Migros Bach;2022-02-14;2022;;10;822;82.3;823.0;gebracht;Rechnung
Maxi Markt;2022-02-18;2022;;5;747;82.3;411.5;gebracht;Rechnung
Amavita Apotheke Poststrasse;2022-03-08;2022;;5;647;82.3;411.5;gebracht;Rechnung
Kiosk Migros Bach;2022-03-14;2022;;10;597;82.3;823.0;gebracht;Rechnung
Kiosk Langgasse 20;2022-04-01;2022;;2;508;82.3;164.6;gebracht;Rechnung
Kloster-Drogerie;2022-04-14;2022;;5;454;82.3;411.5;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2022-04-20;2022;;30;418;82.3;2469.0;gebracht;Rechnung
Bäckerei Schwyter Schoren;2022-04-21;2022;;4;414;82.3;329.2;gebracht;Rechnung
LAVEBA Shop Riethüsli;2022-05-04;2022;;5;340;82.3;411.5;gebracht;Rechnung
Falken-Drogerie;2022-05-05;2022;;10;330;82.3;823.0;gebracht;Rechnung
Alpstein Drogerie;2022-05-06;2022;;30;300;82.3;2469.0;gebracht;Rechnung
Medbase Apotheke Silberturm;2022-06-08;2022;;30;922;82.3;2469.0;gebracht;Rechnung
Falken-Drogerie;2022-06-14;2022;;10;847;82.3;823.0;gebracht;Rechnung
Kiosk Migros Bach;2022-06-30;2022;;10;738;82.3;823.0;gebracht;Rechnung
Bäckerei Schwyter Riethüsli;2022-07-13;2022;;5;673;82.3;411.5;gebracht;Rechnung
Kiosk Neudorf;2022-07-14;2022;;10;663;82.3;823.0;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2022-07-18;2022;;50;613;82.3;4115.0;gebracht;Rechnung
Gallus Apotheke;2022-07-27;2022;;3;561;82.3;246.89999999999998;gebracht;Rechnung
Kiosk Migros Bach;2022-08-12;2022;;10;457;82.3;823.0;gebracht;Rechnung
Bäckerei Frei;2022-08-30;2022;;6;427;82.3;493.79999999999995;gebracht;Rechnung
Löwen-Apotheke;2022-09-05;2022;;5;387;82.3;411.5;gebracht;Rechnung
St.Jakob-Apotheke;2022-09-12;2022;;10;347;82.3;823.0;gebracht;Rechnung
Müller, lebe deinen Genuss;2022-09-14;2022;;10;337;82.3;823.0;gebracht;Rechnung
Kloster-Drogerie;2022-09-30;2022;;5;227;82.3;411.5;gebracht;Rechnung
VBSG-Verkaufsstelle;2022-10-11;2022;;50;914;82.3;4115.0;gebracht;Rechnung
Maxi Markt;2022-10-20;2022;;5;884;82.3;411.5;gebracht;Rechnung
Lachen Drogerie;2022-10-24;2022;;20;834;82.3;1646.0;abgeholt;Rechnung
Stern-Apotheke;2022-10-28;2022;;5;825;82.3;411.5;gebracht;Rechnung
Spar Markt Wolfganghof;2022-11-03;2022;;10;809;82.3;823.0;gebracht;Rechnung
Kiosk Migros Bach;2022-11-10;2022;;10;796;82.3;823.0;gebracht;Rechnung
Bäckerei Gschwend in Winkeln;2022-11-21;2022;;4;772;82.3;329.2;gebracht;Rechnung
St.Jakob-Apotheke;2022-11-24;2022;;10;722;82.3;823.0;gebracht;Rechnung
LAVEBA Shop Riethüsli;2022-12-02;2022;;10;652;82.3;823.0;gebracht;Rechnung
Kloster-Drogerie;2022-12-30;2022;;10;575;82.3;823.0;gebracht;Rechnung
Kiosk Migros Bach;2023-01-23;2023;;10;5435;82.3;823.0;gebracht;Rechnung
Bäckerei Gschwend in Winkeln;2023-01-31;2023;;5;5415;82.3;411.5;gebracht;Rechnung
Falken-Drogerie;2023-02-06;2023;;10;5345;82.3;823.0;gebracht;Rechnung
Kiosk Migros Bach;2023-02-16;2023;;10;5317;82.3;823.0;gebracht;Rechnung
Löwen-Apotheke;2023-02-28;2023;;4;5253;82.3;329.2;gebracht;Rechnung
Lachen Drogerie;2023-03-03;2023;;20;5203;82.3;1646.0;gebracht;Rechnung
Maxi Markt;2016-01-20;2016;;5;;;411.5;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2016-02-09;2016;;30;;;2469.0;abgeholt;Rechnung
Müller, lebe deinen Genuss;2016-02-10;2016;;10;;;823.0;gebracht;Rechnung
Maxi Markt;2016-02-17;2016;;5;;;411.5;gebracht;Rechnung
Quartierladen Heiligkreuz;2016-02-24;2016;;3;;;246.89999999999998;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2016-03-09;2016;;30;;;2469.0;abgeholt;Rechnung
Kiosk Neudorf;2016-03-10;2016;;10;;;823.0;gebracht;Rechnung
Gallus Apotheke;2016-03-16;2016;;2;;;164.6;abgeholt;Rechnung
VBSG-Verkaufsstelle;2016-03-29;2016;;30;;;2469.0;gebracht;Rechnung
Amavita Apotheke Gallusmarkt;2016-01-07;2016;;20;;;1646.0;gebracht;Rechnung
Kiosk Neudorf;2016-01-20;2016;;10;;;823.0;gebracht;Rechnung
Kiosk Neudorf;2016-02-11;2016;;10;;;823.0;gebracht;Rechnung
Spar Markt Wolfganghof;2016-03-04;2016;;10;;;823.0;gebracht;Rechnung
Bäckerei Schwyter Schoren;2016-03-14;2016;;2;;;164.6;gebracht;Rechnung
Lebensmittel Hagenbuch 26;2016-03-17;2016;;5;;;411.5;gebracht;Rechnung
Bruggen Apotheke;2016-03-21;2016;;40;;;3292.0;gebracht;Rechnung
Bäckerei Schwyter Riethüsli;2016-04-04;2016;;3;;;246.89999999999998;gebracht;Rechnung
Amavita Apotheke Poststrasse;2016-04-04;2016;;3;;;246.89999999999998;abgeholt;Rechnung
Amavita Apotheke Gallusmarkt;2016-04-11;2016;;40;;;3292.0;gebracht;Rechnung
Denner Satellit;2016-04-11;2016;;5;;;411.5;gebracht;Rechnung
Kiosk Silberturm;2016-04-12;2016;;5;;;411.5;gebracht;Rechnung
Apotheke an der Langgasse;2016-04-14;2016;;2;;;164.6;abgeholt;Rechnung
Drogerie Lachen;2016-04-18;2016;;20;;;1646.0;abgeholt;Rechnung
St.Fiden-Apotheke;2016-04-18;2016;;2;;;164.6;gebracht;Rechnung
Kiosk Silberturm;2016-04-21;2016;;5;;;411.5;gebracht;Rechnung
Löwen-Apotheke;2016-05-04;2016;;2;;;164.6;gebracht;Rechnung
Amavita Apotheke Poststrasse;2016-05-06;2016;;3;;;246.89999999999998;abgeholt;Rechnung
Kiosk Migros Bach;2016-05-20;2016;;2;;;164.6;gebracht;Rechnung
Apotheke an der Langgasse;2016-05-25;2016;;2;;;164.6;gebracht;Rechnung
Agrola Shop Riethüsli;2016-05-30;2016;;5;;;411.5;gebracht;Rechnung
Kloster-Drogerie;2016-05-31;2016;;5;;;411.5;gebracht;Rechnung
Coop Vitality Apotheke EKZ Neumarkt;2016-06-06;2016;;30;;;2469.0;abgeholt;Rechnung
St.Fiden-Apotheke;2016-06-09;2016;;4;;;329.2;gebracht;Rechnung
Spar Markt Wolfganghof;2016-06-09;2016;;10;;;823.0;gebracht;Rechnung
Bäckerei Wernli;2016-06-10;2016;;3;;;246.89999999999998;gebracht;Rechnung
Maxi Markt;2016-06-22;2016;;5;;;411.5;gebracht;Rechnung
